v-sweep,id,gm,
0.00000000e+00,5.66657832e-12,1.04805054e-10,
1.00000000e-03,5.76960701e-12,1.01252340e-10,
2.00000000e-03,5.86908300e-12,1.04805054e-10,
3.00000000e-03,5.97921712e-12,1.04805054e-10,
4.00000000e-03,6.07869310e-12,1.08357767e-10,
5.00000000e-03,6.19593266e-12,1.13686838e-10,
6.00000000e-03,6.30606678e-12,1.11910481e-10,
7.00000000e-03,6.41975362e-12,1.17239551e-10,
8.00000000e-03,6.54054588e-12,1.17239551e-10,
9.00000000e-03,6.65423272e-12,1.19015908e-10,
1.00000000e-02,6.77857770e-12,1.27897692e-10,
1.10000000e-02,6.91002811e-12,1.33226763e-10,
1.20000000e-02,7.04503123e-12,1.36779477e-10,
1.30000000e-02,7.18358706e-12,1.35003120e-10,
1.40000000e-02,7.31503746e-12,1.35003120e-10,
1.50000000e-02,7.45359330e-12,1.43884904e-10,
1.60000000e-02,7.60280727e-12,1.43884904e-10,
1.70000000e-02,7.74136311e-12,1.45661261e-10,
1.80000000e-02,7.89412979e-12,1.56319402e-10,
1.90000000e-02,8.05400191e-12,1.56319402e-10,
2.00000000e-02,8.20676860e-12,1.59872116e-10,
2.10000000e-02,8.37374614e-12,1.63424829e-10,
2.20000000e-02,8.53361826e-12,1.63424829e-10,
2.30000000e-02,8.70059580e-12,1.72306613e-10,
2.40000000e-02,8.87823148e-12,1.75859327e-10,
2.50000000e-02,9.05231445e-12,1.79412041e-10,
2.60000000e-02,9.23705556e-12,1.84741111e-10,
2.70000000e-02,9.42179668e-12,1.90070182e-10,
2.80000000e-02,9.61719593e-12,1.95399252e-10,
2.90000000e-02,9.81259518e-12,1.95399252e-10,
3.00000000e-02,1.00079944e-11,2.00728323e-10,
3.10000000e-02,1.02140518e-11,2.06057393e-10,
3.20000000e-02,1.04201092e-11,2.13162821e-10,
3.30000000e-02,1.06403775e-11,2.20268248e-10,
3.40000000e-02,1.08606457e-11,2.23820962e-10,
3.50000000e-02,1.10880194e-11,2.25597319e-10,
3.60000000e-02,1.13118404e-11,2.32702746e-10,
3.70000000e-02,1.15534249e-11,2.41584530e-10,
3.80000000e-02,1.17950094e-11,2.45137244e-10,
3.90000000e-02,1.20436994e-11,2.52242671e-10,
4.00000000e-02,1.22994948e-11,2.55795385e-10,
4.10000000e-02,1.25552901e-11,2.62900812e-10,
4.20000000e-02,1.28252964e-11,2.70006240e-10,
4.30000000e-02,1.30953026e-11,2.75335310e-10,
4.40000000e-02,1.33759670e-11,2.82440737e-10,
4.50000000e-02,1.36601841e-11,2.91322522e-10,
4.60000000e-02,1.39586120e-11,2.98427949e-10,
4.70000000e-02,1.42570400e-11,3.03757020e-10,
4.80000000e-02,1.45661261e-11,3.12638804e-10,
4.90000000e-02,1.48823176e-11,3.17967874e-10,
5.00000000e-02,1.52020618e-11,3.25073302e-10,
5.10000000e-02,1.55324642e-11,3.33955086e-10,
5.20000000e-02,1.58699720e-11,3.42836870e-10,
5.30000000e-02,1.62181379e-11,3.49942297e-10,
5.40000000e-02,1.65698566e-11,3.57047725e-10,
5.50000000e-02,1.69322334e-11,3.67705866e-10,
5.60000000e-02,1.73052683e-11,3.74811293e-10,
5.70000000e-02,1.76818560e-11,3.85469434e-10,
5.80000000e-02,1.80762072e-11,3.96127575e-10,
5.90000000e-02,1.84741111e-11,4.03233003e-10,
6.00000000e-02,1.88826732e-11,4.15667500e-10,
6.10000000e-02,1.93054461e-11,4.24549285e-10,
6.20000000e-02,1.97317718e-11,4.31654712e-10,
6.30000000e-02,2.01687556e-11,4.44089210e-10,
6.40000000e-02,2.06199502e-11,4.54747351e-10,
6.50000000e-02,2.10782503e-11,4.65405492e-10,
6.60000000e-02,2.15507612e-11,4.81392703e-10,
6.70000000e-02,2.20410357e-11,4.92050845e-10,
6.80000000e-02,2.25348629e-11,4.99156272e-10,
6.90000000e-02,2.30393482e-11,5.15143483e-10,
7.00000000e-02,2.35651498e-11,5.24025268e-10,
7.10000000e-02,2.40873987e-11,5.32907052e-10,
7.20000000e-02,2.46309639e-11,5.52446977e-10,
7.30000000e-02,2.51922927e-11,5.66657832e-10,
7.40000000e-02,2.57642796e-11,5.77315973e-10,
7.50000000e-02,2.63469246e-11,5.89750471e-10,
7.60000000e-02,2.69437805e-11,6.03961325e-10,
7.70000000e-02,2.75548473e-11,6.21724894e-10,
7.80000000e-02,2.81872303e-11,6.35935749e-10,
7.90000000e-02,2.88267188e-11,6.50146603e-10,
8.00000000e-02,2.94875235e-11,6.67910172e-10,
8.10000000e-02,3.01625391e-11,6.80344669e-10,
8.20000000e-02,3.08482129e-11,6.99884595e-10,
8.30000000e-02,3.15623083e-11,7.14095449e-10,
8.40000000e-02,3.22764038e-11,7.31859018e-10,
8.50000000e-02,3.30260264e-11,7.56728014e-10,
8.60000000e-02,3.37898598e-11,7.67386155e-10,
8.70000000e-02,3.45607987e-11,7.83373366e-10,
8.80000000e-02,3.53566065e-11,8.04689648e-10,
8.90000000e-02,3.61701780e-11,8.26005930e-10,
9.00000000e-02,3.70086184e-11,8.47322212e-10,
9.10000000e-02,3.78648224e-11,8.66862138e-10,
9.20000000e-02,3.87423427e-11,8.86402063e-10,
9.30000000e-02,3.96376265e-11,9.11271059e-10,
9.40000000e-02,4.05648848e-11,9.32587341e-10,
9.50000000e-02,4.15028012e-11,9.50350909e-10,
9.60000000e-02,4.24655866e-11,9.73443548e-10,
9.70000000e-02,4.34496883e-11,1.00008890e-09,
9.80000000e-02,4.44657644e-11,1.02140518e-09,
9.90000000e-02,4.54924987e-11,1.04627418e-09,
1.00000000e-01,4.65583128e-11,1.07647224e-09,
1.01000000e-01,4.76454431e-11,1.09778853e-09,
1.02000000e-01,4.87538898e-11,1.12443388e-09,
1.03000000e-01,4.98943109e-11,1.15285559e-09,
1.04000000e-01,5.10596010e-11,1.17950094e-09,
1.05000000e-01,5.22533128e-11,1.20614629e-09,
1.06000000e-01,5.34718936e-11,1.23279165e-09,
1.07000000e-01,5.47188961e-11,1.27009514e-09,
1.08000000e-01,5.60120839e-11,1.30206956e-09,
