v-sweep,id,gm,
0.00000000e+00,1.21680443e-12,1.86517468e-11,
1.00000000e-03,1.23634436e-12,2.04281037e-11,
2.00000000e-03,1.25766064e-12,2.17603713e-11,
3.00000000e-03,1.27986510e-12,2.26485497e-11,
4.00000000e-03,1.30295774e-12,2.17603713e-11,
5.00000000e-03,1.32338585e-12,2.17603713e-11,
6.00000000e-03,1.34647848e-12,2.35367281e-11,
7.00000000e-03,1.37045930e-12,2.35367281e-11,
8.00000000e-03,1.39355194e-12,2.44249065e-11,
9.00000000e-03,1.41930911e-12,2.57571742e-11,
1.00000000e-02,1.44506629e-12,2.57571742e-11,
1.10000000e-02,1.47082346e-12,2.75335310e-11,
1.20000000e-02,1.50013335e-12,2.84217094e-11,
1.30000000e-02,1.52766688e-12,2.70894418e-11,
1.40000000e-02,1.55431223e-12,2.75335310e-11,
1.50000000e-02,1.58273394e-12,2.97539771e-11,
1.60000000e-02,1.61382019e-12,3.01980663e-11,
1.70000000e-02,1.64313008e-12,3.01980663e-11,
1.80000000e-02,1.67421632e-12,3.15303339e-11,
1.90000000e-02,1.70619074e-12,3.28626015e-11,
2.00000000e-02,1.73994152e-12,3.37507799e-11,
2.10000000e-02,1.77369230e-12,3.41948692e-11,
2.20000000e-02,1.80833126e-12,3.50830476e-11,
2.30000000e-02,1.84385840e-12,3.55271368e-11,
2.40000000e-02,1.87938554e-12,3.64153152e-11,
2.50000000e-02,1.91668903e-12,3.77475828e-11,
2.60000000e-02,1.95488070e-12,3.90798505e-11,
2.70000000e-02,1.99484873e-12,3.95239397e-11,
2.80000000e-02,2.03392858e-12,3.95239397e-11,
2.90000000e-02,2.07389661e-12,4.26325641e-11,
3.00000000e-02,2.11919371e-12,4.30766534e-11,
3.10000000e-02,2.16004992e-12,4.30766534e-11,
3.20000000e-02,2.20534702e-12,4.48530102e-11,
3.30000000e-02,2.24975594e-12,4.57411886e-11,
3.40000000e-02,2.29682939e-12,4.70734562e-11,
3.50000000e-02,2.34390285e-12,4.79616347e-11,
3.60000000e-02,2.39275266e-12,4.88498131e-11,
3.70000000e-02,2.44160248e-12,5.06261699e-11,
3.80000000e-02,2.49400500e-12,5.24025268e-11,
3.90000000e-02,2.54640753e-12,5.37347944e-11,
4.00000000e-02,2.60147459e-12,5.50670620e-11,
4.10000000e-02,2.65654165e-12,5.55111512e-11,
4.20000000e-02,2.71249689e-12,5.77315973e-11,
4.30000000e-02,2.77200485e-12,5.90638649e-11,
4.40000000e-02,2.83062462e-12,5.99520433e-11,
4.50000000e-02,2.89190893e-12,6.17284002e-11,
4.60000000e-02,2.95408142e-12,6.35047570e-11,
4.70000000e-02,3.01891845e-12,6.52811138e-11,
4.80000000e-02,3.08464365e-12,6.75015599e-11,
4.90000000e-02,3.15392157e-12,6.92779167e-11,
5.00000000e-02,3.22319949e-12,6.97220059e-11,
5.10000000e-02,3.29336558e-12,7.19424520e-11,
5.20000000e-02,3.36708439e-12,7.41628980e-11,
5.30000000e-02,3.44169138e-12,7.46069873e-11,
5.40000000e-02,3.51629836e-12,7.63833441e-11,
5.50000000e-02,3.59445806e-12,7.94919686e-11,
5.60000000e-02,3.67528230e-12,8.21565038e-11,
5.70000000e-02,3.75877107e-12,8.30446822e-11,
5.80000000e-02,3.84137167e-12,8.57092175e-11,
5.90000000e-02,3.93018951e-12,8.79296636e-11,
6.00000000e-02,4.01723099e-12,8.88178420e-11,
6.10000000e-02,4.10782519e-12,9.23705556e-11,
6.20000000e-02,4.20197210e-12,9.50350909e-11,
6.30000000e-02,4.29789537e-12,9.63673585e-11,
6.40000000e-02,4.39470682e-12,9.90318938e-11,
6.50000000e-02,4.49595916e-12,1.02584607e-10,
6.60000000e-02,4.59987604e-12,1.04360964e-10,
6.70000000e-02,4.70468109e-12,1.06137321e-10,
6.80000000e-02,4.81215068e-12,1.09690035e-10,
6.90000000e-02,4.92406116e-12,1.13242749e-10,
7.00000000e-02,5.03863617e-12,1.15463195e-10,
7.10000000e-02,5.15498755e-12,1.18127730e-10,
7.20000000e-02,5.27489163e-12,1.20792265e-10,
7.30000000e-02,5.39657208e-12,1.24344979e-10,
7.40000000e-02,5.52358159e-12,1.27897692e-10,
7.50000000e-02,5.65236746e-12,1.30562228e-10,
7.60000000e-02,5.78470605e-12,1.33670852e-10,
