id,vds,r0
2.8707787700e-41,0.0000000000e+00,8.1184131610e+07
-1.2317678100e-11,-1.0000000000e-03,8.2082337175e+07
-2.4371490900e-11,-2.0000000000e-03,8.3898952082e+07
-3.6161705600e-11,-3.0000000000e-03,8.5795475000e+07
-4.7688686300e-11,-4.0000000000e-03,8.7776417379e+07
-5.8952925900e-11,-5.0000000000e-03,8.9846220745e+07
-6.9955111100e-11,-6.0000000000e-03,9.2009861605e+07
-8.0696005400e-11,-7.0000000000e-03,9.4272484300e+07
-9.1176594100e-11,-8.0000000000e-03,9.6639196563e+07
-1.0139802900e-10,-9.0000000000e-03,9.9116006967e+07
-1.1136155900e-10,-1.0000000000e-02,1.0170855864e+08
-1.2106873800e-10,-1.1000000000e-02,1.0442296622e+08
-1.3052120500e-10,-1.2000000000e-02,1.0726639907e+08
-1.3972076300e-10,-1.3000000000e-02,1.1024551587e+08
-1.4866946600e-10,-1.4000000000e-02,1.1336638572e+08
-1.5736967300e-10,-1.5000000000e-02,1.1663700874e+08
-1.6582374400e-10,-1.6000000000e-02,1.2006435692e+08
-1.7403450900e-10,-1.7000000000e-02,1.2365773626e+08
-1.8200457800e-10,-1.8000000000e-02,1.2742282826e+08
-1.8973744800e-10,-1.9000000000e-02,1.3136860665e+08
-1.9723611600e-10,-2.0000000000e-02,1.3550446724e+08
-2.0450430200e-10,-2.1000000000e-02,1.3983700995e+08
-2.1154567000e-10,-2.2000000000e-02,1.4437627281e+08
-2.1836416000e-10,-2.3000000000e-02,1.4912714559e+08
-2.2496415800e-10,-2.4000000000e-02,1.5410058203e+08
-2.3134977300e-10,-2.5000000000e-02,1.5930760029e+08
-2.3752549900e-10,-2.6000000000e-02,1.6474938650e+08
-2.4349633400e-10,-2.7000000000e-02,1.7043422123e+08
-2.4926705100e-10,-2.8000000000e-02,1.7637393280e+08
-2.5484259100e-10,-2.9000000000e-02,1.8256876507e+08
-2.6022839400e-10,-3.0000000000e-02,1.8903054461e+08
-2.6542934500e-10,-3.1000000000e-02,1.9576078326e+08
-2.7045121700e-10,-3.2000000000e-02,2.0275511141e+08
-2.7529956100e-10,-3.3000000000e-02,2.1002509473e+08
-2.7997981700e-10,-3.4000000000e-02,2.1757497792e+08
-2.8449753700e-10,-3.5000000000e-02,2.2540836282e+08
-2.8885816000e-10,-3.6000000000e-02,2.3351020072e+08
-2.9306779200e-10,-3.7000000000e-02,2.4187556495e+08
-2.9713198600e-10,-3.8000000000e-02,2.5051351433e+08
-3.0105629100e-10,-3.9000000000e-02,2.5941697543e+08
-3.0484625900e-10,-4.0000000000e-02,2.6857532357e+08
-3.0850744200e-10,-4.1000000000e-02,2.7797416834e+08
-3.1204539000e-10,-4.2000000000e-02,2.8759955026e+08
-3.1546554300e-10,-4.3000000000e-02,2.9745938487e+08
-3.1877278600e-10,-4.4000000000e-02,3.0752262772e+08
-3.2197267100e-10,-4.5000000000e-02,3.1777084808e+08
-3.2506997100e-10,-4.6000000000e-02,3.2820401473e+08
-3.2806957200e-10,-4.7000000000e-02,3.3876350625e+08
-3.3097669000e-10,-4.8000000000e-02,3.4948030997e+08
-3.3379510300e-10,-4.9000000000e-02,3.6032965460e+08
-3.3652969300e-10,-5.0000000000e-02,3.7123236786e+08
-3.3918490200e-10,-5.1000000000e-02,3.8222558464e+08
-3.4176439500e-10,-5.2000000000e-02,3.9325866523e+08
-3.4427261000e-10,-5.3000000000e-02,4.0430686230e+08
-3.4671299200e-10,-5.4000000000e-02,4.1536869925e+08
-3.4908931300e-10,-5.5000000000e-02,4.2641882938e+08
-3.5140479400e-10,-5.6000000000e-02,4.3744465610e+08
-3.5366276600e-10,-5.7000000000e-02,4.4836201433e+08
-3.5586678000e-10,-5.8000000000e-02,4.5914966051e+08
